Stn Number,agency,Latitude,Longitude,Elevation,First Date,First Yea,Last Date,Last Year,Number of Years,Stn Name
a0261001_78,78,-26.1466,131.1375,812.1,09:43_22/10/1999,1999,10:18_03/11/2008,2008,10,AMATA ABORIGINAL COMMUNITY RAIN GAUGE
a4260639_78,78,-35.271,138.6615,285,11:45_08/08/1985,1985,12:00_05/05/2008,2008,24,FINNISS RIVER CATCHMENT PLUVIO at Kyeema
a5030533_78,78,-35.1126,138.7863,340,10:40_18/01/1989,1989,11:04_01/04/2008,2008,20,ECHUNGA CREEK CATCHMENT PLUVIO at Echunga
a5040552_78,78,-34.9782,138.7087,686,12:25_11/03/1986,1986,11:13_11/02/2009,2009,24,FIRST CREEK CATCHMENT at Mount Lofty
a5040554_78,78,-34.9799,138.5266,7,12:02_08/08/1990,1990,09:49_16/01/2001,2001,12,MAXWELL TERRACE  @ Glenelg Tramway
a5040555_78,78,-34.9801,138.5365,12,15:27_09/08/1990,1990,14:10_17/09/2001,2001,12,WILLOUGHBY PARK PLUVIO @ Sturt River
a5040556_78,78,-34.9873,138.5374,14,13:50_09/08/1990,1990,12:44_31/05/2000,2000,11,MORPHETT ARMS HOTEL PLUVIO @ Glengowrie
a5040557_78,78,-34.9825,138.5222,8,11:52_09/08/1990,1990,14:00_17/09/2001,2001,12,WOMENS BOWLING CLUB PLUVIO @ Glenelg
a5040558_78,78,-34.8272,138.9384,370,21:36_26/05/1981,1981,08:50_29/05/2008,2008,28,TORRENS RIVER CATCHMENT PLUVIO AT ANGAS CREE
a5040559_78,78,-34.9112,138.7596,570,11:50_20/07/1983,1983,12:05_12/05/2008,2008,26,SIXTH CREEK CATCHMENT PLUVIO at Cherryville
a5040563_78,78,-34.8323,138.8227,320,12:01_18/12/1990,1990,12:00_27/05/2008,2008,19,MILLBROOK RESERVOIR AUTOMATIC WEATHER STATIO
a5040565_78,78,-34.9788,138.5152,5,08:00_31/03/1992,1992,14:10_17/09/2001,2001,10,GLENELG CATCHMENT PLUVIO @ Coles Carpark
a5040567_78,78,-34.8188,138.644,36,10:47_14/04/1992,1992,10:30_08/05/2002,2002,11,PADDOCKS CATCHMENT PLUVIO @ Joslin Avenue
a5050538_78,78,-34.5593,139.034,510,12:34_26/11/1991,1991,11:59_29/04/2008,2008,18,TANUNDA CREEK CATCHMENT at Trig Point Hill R
a5070506_78,78,-33.1912,138.2112,423,14:38_04/09/1989,1989,11:44_26/11/2008,2008,20,BEETALOO RESERVOIR @ Meteorological Station
a5070507_78,78,-33.821,138.6467,549,14:27_06/09/1989,1989,14:43_21/10/2008,2008,20,HUTT / HILL RIVER CATCHMENT PLUVIO @ Clare T
a5080504_78,78,-32.8982,138.1479,523,11:06_05/09/1989,1989,09:48_18/12/2008,2008,20,BAROOTA RESERVOIR CATCHMENT PLUVIO @ Glenlos
a5090505_78,78,-31.9373,138.3282,384,10:03_03/03/1989,1989,16:08_04/03/2008,2008,20,KANYAKA CREEK CATCHMENT PLUVIO @ The Oaks
a5100513_78,78,-30.6915,138.7444,601,10:32_13/02/1986,1986,11:59_09/04/2008,2008,23,WINDY CREEK CATCHMENT PLUVIO @ Mocatoona
a5120507_78,78,-34.3753,135.8536,160,15:30_03/07/1991,1991,14:35_05/04/2006,2006,16,TOD RIVER CATCHMENT PLUVIO @ Kopulta Well
a5120508_78,78,-34.4779,135.7816,191,11:06_04/07/1991,1991,16:01_20/03/2006,2006,16,TOOLILLIE CATCHMENT PLUVIO @ Toolillie
a5130505_78,78,-35.9242,136.7165,133,14:10_07/03/1990,1990,13:07_12/08/2008,2008,19,ROCKY RIVER CATCHMENT PLUVIO @ Shackle Road
AVALON_58,58,-33.6408,151.3288,,18:06_31/05/1994,1994,08:59_31/12/2008,2008,15,PITTWATER SHIRE @ AVALON
BARNSLEY_58,58,-32.9228,151.5917,,12:30_22/01/1988,1988,04:30_28/09/2009,2009,22,MACQUARIE-TUGGERAH LAKES @ BARNSLEY
BATEAUBAY_58,58,-33.3817,151.4767,,12:28_17/06/1987,1987,04:58_10/09/2008,2008,22,MACQUARIE-TUGGERAH LAKES @ BATEAU BAY
BELMOREBRID_5,58,-32.7345,151.5707,,10:30_25/09/1995,1995,03:30_12/08/2009,2009,15,HUNTER RIVER @ BELMORE BRIDGE
BELROSE_58,58,-33.7543,151.2063,,15:04_31/05/1994,1994,06:02_29/09/2009,2009,16,WARRINGAH SHIRE @ BELROSE
BERKELEYVAL_5,58,-33.3467,151.42,,10:12_24/11/1988,1988,03:44_25/09/2009,2009,22,MACQUARIE-TUGGERAH LAKES @ BERKELEY VALE
BULAHDELAH_58,58,-32.4167,152.2033,,12:00_06/08/1996,1996,03:00_29/09/2009,2009,14,KARUAH @ BULAHDELAH
bw025_13,13,-38.1796,144.4556,0,00:01_03/12/1999,1999,00:00_23/12/2008,2008,10,LEOPOLD 1.
bw036_13,13,-38.0315,144.4043,0,00:01_03/12/1999,1999,00:00_23/12/2008,2008,10,LARA 1
bw038_13,13,-38.0817,144.3506,0,00:01_03/12/1999,1999,00:00_23/12/2008,2008,10,CORIO WEST
bw073_13,13,-38.1902,144.3733,0,00:01_03/12/1999,1999,00:00_23/12/2008,2008,10,AQUADUCT BOOSTER
bw259_13,13,-38.3232,144.3087,0,00:01_03/12/1999,1999,00:00_23/12/2008,2008,10,TORQUAY BASIN
bw390a_13,13,-38.2851,144.4129,0,00:01_03/12/1999,1999,00:00_22/12/2008,2008,10,BLACK ROCK WEATHER STATION
bw703_13,13,-38.2333,143.9871,0,00:01_03/12/1999,1999,00:00_22/12/2008,2008,10,WINCHELSEA
CLEVELANDRO_5,58,-34.5045,150.7747,,15:10_20/06/1985,1985,03:35_29/09/2009,2009,25,WOLLONGONG COASTAL @ CLEVELAND ROAD
CLOVERHILL_58,58,-34.5687,150.6463,,13:35_03/12/1985,1985,04:30_28/09/2009,2009,25,WOLLONGONG COASTAL @ CLOVER HILL
COFFSPERRYD_5,58,-30.28,153.105,,03:00_04/01/1999,1999,03:45_28/09/2009,2009,11,BELLINGER RIVER @ COFFS PERRY DRIVE
COFFSREDHIL_5,58,-30.2867,153.0683,,03:00_01/03/1999,1999,03:45_28/09/2009,2009,11,BELLINGER RIVER @ COFFS RED HILL
COFFSSHEPAR_5,58,-30.275,153.0683,,03:00_04/01/1999,1999,03:45_28/09/2009,2009,11,BELLINGER RIVER @ COFFS SHEPARDS LA.
COLOJUNCTIO_5,58,-33.4265,150.8765,,04:45_01/07/1999,1999,11:15_14/05/2009,2009,11,HAWKESBURY RIVER @ COLO JUNCTION
CROMER_58,58,-33.7488,151.3,,05:52_06/03/1994,1994,06:02_29/09/2009,2009,16,WARRINGAH SHIRE @ CROMER
CUDGERA_58,58,-28.3933,153.5083,,12:25_05/11/1984,1984,04:30_28/09/2009,2009,26,TWEED RIVER @ CUDGERA
DARKESROAD_58,58,-34.469,150.7947,,14:44_21/02/1994,1994,03:37_29/09/2009,2009,16,WOLLONGONG COASTAL @ DARKES ROAD
EUROKAUS_58,58,-31.0883,152.7767,,09:00_31/12/1994,1994,02:15_20/09/2009,2009,16,MACLEAY RIVER @ EUROKA U/S
g0050115_67,67,-24.3523,133.4343,4.4,20:21_14/12/1994,1994,16:33_05/03/2008,2008,15,HUGH RIVER AT SOUTH ROAD CROSSING
g0050116_67,67,-24.5518,133.24,3.5,05:36_07/11/1997,1997,14:34_05/03/2008,2008,12,FINKE RIVER AT SOUTH ROAD BRIDGE X-ING
g0060005_67,67,-23.5368,134.3806,8.3,12:05_02/02/1993,1993,08:36_12/03/2008,2008,16,TREPHINA CREEK AT TREPHINA GORGE
g0060041_67,67,-23.8429,134.0884,6.9,20:25_17/10/1996,1996,10:10_12/03/2008,2008,13,TODD RIVER  ROCKY HILL
g0070009_67,67,-22.6467,136.2409,14.1,17:45_11/10/1977,1977,16:58_03/03/2008,2008,32,UNCA CREEK AT JERVOIS MINE
g0280004_67,67,-22.6893,133.6306,9,11:32_19/08/1996,1996,11:31_01/03/2008,2008,13,ALLUNGRA CREEK
g0280114_67,67,-20.336,134.2266,16.3,08:05_03/10/1995,1995,17:29_17/07/2007,2007,13,MCLAREN CK AT STUART HIGHWAY
g0280125_67,67,-17.3711,133.4124,22.4,11:40_04/09/1998,1998,11:05_23/07/2007,2007,10,NEWCASTLE CREEK AT NEWCASTLE WATERS
g0290012_67,67,-19.9642,134.2125,17.2,13:59_28/07/1992,1992,12:21_17/07/2007,2007,16,KELLY CREEK AT KELLY WELL. STUART HIGHWAY
g0290228_67,67,-18.8828,134.0941,19.8,14:32_22/03/1994,1994,12:31_22/07/2007,2007,14,MORPHETT CREEK DOWNSTREAM G029227 NTH.STUART
g8100210_67,67,-15.4046,129.1944,18.9,13:27_22/11/1997,1997,10:40_11/08/2008,2008,12,SANDY CREEK AT LEGUNE ROAD CROSSING
g8110006_67,67,-15.9319,129.7346,18.6,18:04_06/10/1995,1995,13:00_09/08/2008,2008,14,WEST BAINES RIVER AT VICTORIA HIGHWAY
g8110007_67,67,-15.5547,130.9643,22.1,13:25_04/11/1992,1992,11:55_08/08/2008,2008,17,VICTORIA RIVER AT COOLIBAH HOMESTEAD
g8110012_67,67,-15.7626,130.523,20.7,00:00_25/11/1976,1976,15:15_08/08/2008,2008,33,TIMBER CREEK UPSTREAM OF VICTORIA HIGHWAY
g8110016_67,67,-17.4485,130.8346,17,22:03_02/12/1992,1992,16:26_13/05/2008,2008,17,UPPER VICTORIA RIVER AT WAVE HILL POLICE STA
g8110113_67,67,-16.3573,131.106,20.4,18:19_09/11/1992,1992,11:48_13/08/2008,2008,17,VICTORIA RIVER AT DASHWOOD CROSSING
g8110232_67,67,-16.5252,130.7529,19.2,12:12_07/11/1992,1992,16:00_12/08/2008,2008,17,WICKHAM RIVER AT WILLIAMS CROSSING
g8140001_67,67,-14.4631,132.2574,27.5,10:55_12/11/1984,1984,10:17_04/01/2008,2008,25,KATHERINE RIVER AT RAILWAY BRIDGE
g8140011_67,67,-15.0857,132.4123,26.3,09:50_19/08/1999,1999,12:53_20/03/2008,2008,10,DRY RIVER AT MANBALLOO BOUNDARY
g8140040_67,67,-13.8319,130.7345,26,15:37_08/12/1993,1993,09:27_06/02/2008,2008,16,DALY RIVER AT MOUNT NANCAR
g8140042_67,67,-13.8556,131.0525,26.6,16:08_18/12/1993,1993,15:46_04/02/2008,2008,16,DALY RIVER AT 2KM DOWNSTREAM OF BEEBOOM CROS
g8140044_67,67,-14.7891,131.5667,25.3,10:52_04/07/1996,1996,11:45_23/04/2008,2008,13,FLORA RIVER UPSTREAM OF KATHLEEN FALLS
g8140067_67,67,-14.3631,131.5751,26.4,15:22_26/11/1993,1993,12:30_09/04/2008,2008,16,DALY RIVER AT UPSTREAM DORISVALE CROSSING
g8140219_67,67,-13.9736,132.7756,29.8,13:00_28/08/1997,1997,10:09_13/07/2007,2007,11,KATHERINE RIVER DOWNSTREAM OF BIRDIE CREEK C
g8150010_67,67,-13.0243,130.9532,28.5,11:40_18/10/1974,1974,10:56_21/01/2008,2008,35,FINNISS RIVER AT BATCHELOR DAM SITE
g8150022_67,67,-12.4966,131.0374,66,12:03_29/01/1999,1999,11:39_03/01/2008,2008,10,WADHAMS LAGOON AT WHITEWOOD ROAD
g8150151_67,67,-12.9099,131.0537,89,21:30_25/01/1992,1992,13:12_29/05/2008,2008,17,CELIA CREEK UPSTREAM DARWIN RIVER DAM
g8150231_67,67,-12.396,130.8784,30,15:30_15/10/1984,1984,11:53_20/02/2008,2008,25,MOIL URBAN DRAIN OPPOSITE AIRPORT HOTEL
g8150232_67,67,-12.3916,130.9162,30.1,14:15_03/02/1984,1984,09:48_22/09/2008,2008,25,KARAMA URBAN DRAIN OPPOSITE LOT 4395 VANDERL
g8170002_67,67,-13.2409,131.109,28.3,13:00_01/09/1989,1989,12:40_11/06/2008,2008,20,ADELAIDE RIVER AT RAILWAY BRIDGE
g8170008_67,67,-13.4152,131.0845,27.8,17:00_17/07/1985,1985,12:00_03/10/2008,2008,24,ADELAIDE RIVER DOWNSTREAM DALY ROAD
g8180069_67,67,-13.5319,131.7178,28.8,12:20_09/10/1974,1974,12:18_01/04/2008,2008,35,MCKINLAY RIVER AT NEAR BURRUNDIE
g8210010_67,67,-12.7152,133.3345,34.2,14:30_27/07/1978,1978,11:43_12/10/2007,2007,30,EAST ALLIGATOR RIVER AT 12 DEG 43 MIN SOUTH
g9030124_67,67,-16.2598,133.3757,25.2,17:05_12/09/1991,1991,15:09_23/07/2007,2007,17,DALY WATERS CREEK AT DALY WATERS
g9030176_67,67,-14.9419,133.2086,28.2,17:51_01/07/1997,1997,09:12_05/02/2008,2008,12,ROPER RIVER AT DOWNSTREAM MATARANKA HOMESTEA
g9030250_67,67,-14.6985,134.4178,31.3,16:09_18/07/1992,1992,11:31_27/08/2007,2007,16,ROPER RIVER AT RED ROCK
g9070132_67,67,-16.4526,136.0852,0,15:03_22/09/1992,1992,11:25_29/08/2007,2007,16,MCARTHUR RIVER AT M. I. M. PUMP
GREENVALLEY_5,58,-31.4,152.85,,16:00_29/09/1994,1994,02:30_30/08/2009,2009,16,HASTINGS RIVER @ GREEN VALLEY(MACE)
HEXHAMBRIDG_5,58,-32.82,151.6803,,07:45_08/05/1998,1998,03:15_29/09/2009,2009,12,HUNTER RIVER @ HEXHAM BRIDGE
HUONBROOK_58,58,-28.5583,153.375,,14:00_01/05/1986,1986,04:30_28/09/2009,2009,24,BRUNSWICK RIVER @ HUONBROOK
KOOROOWI_58,58,-30.4667,152.8237,,10:00_29/05/1991,1991,02:00_29/09/2009,2009,19,BELLINGER RIVER @ KOOROOWI
KULNURA_58,58,-33.2317,151.2067,,10:46_21/06/1989,1989,04:28_28/09/2009,2009,21,MACQUARIE-TUGGERAH LAKES @ KULNURA
LAKEAINSWOR_5,58,-28.7833,153.5917,,04:30_01/10/1994,1994,01:15_29/09/2009,2009,16,RICHMOND RIVER @ LAKE AINSWORTH
LAKECONJOLA_5,58,-35.2535,150.5,,14:00_19/01/1999,1999,05:30_29/09/2009,2009,11,SOUTH COAST @ LAKE CONJOLA
LISAROW_58,58,-33.3833,151.375,,11:26_06/04/1989,1989,03:45_28/09/2009,2009,21,MACQUARIE-TUGGERAH LAKES @ LISAROW
LITTLELAKE_58,58,-34.547,150.8637,,16:00_15/05/1991,1991,05:15_29/09/2009,2009,19,WOLLONGONG COASTAL @ LITTLE LAKE
LOGANSCROSS_5,58,-31.625,152.6933,,17:15_28/12/1989,1989,02:45_29/09/2009,2009,21,CAMDEN HAVEN @ LOGANS CROSSING
MAINARM_58,58,-28.5017,153.3767,,09:00_31/12/1985,1985,04:30_28/09/2009,2009,25,BRUNSWICK RIVER @ MAIN ARM
MANDALONG_58,58,-33.1055,151.4025,,08:30_12/12/1988,1988,09:05_28/09/2009,2009,22,MACQUARIE-TUGGERAH LAKES @ MANDALONG
MARDIDAM_58,58,-33.3,151.415,,10:14_05/10/1988,1988,04:28_28/09/2009,2009,22,MACQUARIE-TUGGERAH LAKES @ MARDI DAM
MARTINSVILL_5,58,-33.0428,151.4025,,08:25_04/03/1988,1988,09:05_28/09/2009,2009,22,MACQUARIE-TUGGERAH LAKES @ MARTINSVILLE
MIDDLEBOAMB_5,58,-30.3262,153.048,,09:00_31/12/1990,1990,03:49_28/09/2009,2009,20,BELLINGER RIVER @ MIDDLE BOAMBEE
MIDDLECREEK_5,58,-33.7182,151.2543,,14:45_21/04/1995,1995,08:45_31/12/2008,2008,14,PITTWATER SHIRE @ MIDDLE CREEK
MONAVALE_58,58,-33.6772,151.3117,,18:22_27/06/1994,1994,08:59_31/12/2008,2008,15,PITTWATER SHIRE @ MONA VALE
MOUNTELLIOT_5,58,-33.405,151.3933,,09:10_22/12/1987,1987,04:28_28/09/2009,2009,23,HAWKESBURY RIVER @ MOUNT ELLIOT
MOUNTGEORGE_5,58,-31.8833,152.1467,,13:45_21/03/1991,1991,02:45_29/09/2009,2009,19,MANNING RIVER @ MOUNT GEORGE
MOUNTKEMBLA_5,58,-34.4403,150.8167,,11:50_20/06/1985,1985,03:50_28/09/2009,2009,25,WOLLONGONG COASTAL @ MOUNT KEMBLA
MYOCUM_58,58,-28.59,153.515,,09:50_10/02/1986,1986,04:30_28/09/2009,2009,24,RICHMOND RIVER @ MYOCUM
NABIAC_58,58,-32.12,152.3243,,12:00_17/06/1983,1983,03:00_29/09/2009,2009,27,KARUAH @ NABIAC
NARARA_58,58,-33.395,151.3267,,00:00_07/04/1989,1989,03:46_28/09/2009,2009,21,HAWKESBURY RIVER @ NARARA
NEWPORTSCRE_5,58,-30.3137,153.0597,,13:15_21/12/1990,1990,03:49_28/09/2009,2009,20,BELLINGER RIVER @ NEWPORTS CREEK
NORTHBONVIL_5,58,-30.3638,153.0055,,06:38_21/12/1990,1990,03:49_28/09/2009,2009,20,BELLINGER RIVER @ NORTH BONVILLE
NORTHMACQUA_5,58,-34.5788,150.725,,11:15_05/07/1985,1985,04:30_28/09/2009,2009,25,WOLLONGONG COASTAL @ NORTH MACQUARIE
NORTHMANLY_58,58,-33.7687,151.2687,,14:12_31/05/1994,1994,06:02_29/09/2009,2009,16,WARRINGAH SHIRE @ NORTH MANLY
PORTKEMBLA_58,58,-34.48,150.8937,,08:10_05/01/1983,1983,04:30_28/09/2009,2009,27,WOLLONGONG COASTAL @ PORT KEMBLA
r0050008_67,67,-23.649,133.4854,6.3,09:00_28/07/1976,1976,10:53_28/02/2008,2008,33,JAY CREEK AT OLD HAMILTON DOWNS
r0060003_67,67,-23.6994,133.819,6.8,15:00_13/10/1988,1988,16:06_28/02/2008,2008,21,GILLEN CREEK AT FLYNN'S GRAVE
r0060012_67,67,-23.5256,133.9233,7.4,13:45_14/02/1980,1980,10:54_29/02/2008,2008,29,STATION CREEK AT BOND SPRINGS CSIRO SITE 64
r0060015_67,67,-23.5256,133.9046,7.4,12:00_14/02/1980,1980,11:16_29/02/2008,2008,29,STATION CREEK AT BOND SPRINGS
r0060016_67,67,-23.6942,133.9439,7,09:00_26/10/1965,1965,15:00_29/02/2008,2008,44,EMILY CREEK AT UNDOOLYA ROAD
r0060018_67,67,-23.5203,133.9327,7.5,13:00_14/02/1980,1980,10:07_29/02/2008,2008,29,STATION CREEK AT BOND SPRINGS
r0060019_67,67,-23.4989,133.9243,7.5,11:15_14/02/1980,1980,10:35_29/02/2008,2008,29,STATION CREEK AT BOND SPRINGS
r0060044_67,67,-23.5415,133.9465,7.4,09:00_20/09/1974,1974,09:31_29/02/2008,2008,35,TODD RIVER AT BOND SPRINGS (M.36)
r0060045_67,67,-23.5856,133.8767,7.2,11:20_15/09/1986,1986,13:39_28/02/2008,2008,23,TODD RIVER AT BOND SPRINGS TURN OFF
r0060048_67,67,-23.6418,133.7995,6.9,09:00_21/09/1975,1975,11:15_10/03/2007,2007,33,CHARLES RIVER AT MT LLOYD
r0070010_67,67,-22.6378,136.2403,14.1,13:45_27/10/1977,1977,16:31_03/03/2008,2008,32,UNCA CREEK AT JERVOIS DAM LEFT TRIBUTARY
r0070011_67,67,-22.664,136.2212,14,11:00_27/10/1977,1977,15:42_03/03/2008,2008,32,UNCA CREEK AT JERVOIS DAM RIGHT TRIBUTARY
r0290002_67,67,-19.6155,134.2101,18.1,16:30_20/06/1981,1981,16:38_16/07/2007,2007,27,TENNANT CREEK AT MARY ANNE DAM
r0290239_67,67,-19.5641,134.1372,18.1,10:45_21/06/1981,1981,08:36_29/11/2006,2006,26,TENNANT CREEK AT WEST
r8100215_67,67,-15.4877,129.2764,18.8,13:59_05/11/1997,1997,13:05_15/08/2007,2007,11,SANDY CREEK @ 4.5 KLMS SOUTH OF EMERALD SPRI
r8140002_67,67,-14.5732,132.4378,27.6,09:18_03/02/1995,1995,15:09_15/10/2007,2007,13,SCULPTURE CAVE INFLOW @ STH BOUNDARY NATURE
r8140003_67,67,-14.6244,132.4502,27.5,02:00_05/02/1995,1995,16:19_24/07/2007,2007,13,SCULPTURE CAVE INFLOW @ E. BOUNDARY FENCE
r8140018_67,67,-13.7652,132.8437,30.5,18:00_05/12/1972,1972,00:01_10/07/2007,2007,36,KATHERINE RIVER AT SLEIZBECK
r8140021_67,67,-13.4794,133.1996,32,11:50_10/08/1967,1967,11:02_14/11/2006,2006,40,KATHERINE RIVER AT UPPER REACHES
r8150028_67,67,-12.7142,131.009,29.4,14:46_28/01/1999,1999,13:04_05/06/2008,2008,10,BERRY CK PLUVIO
r8150205_67,67,-12.9918,131.0099,28.7,10:00_30/08/1984,1984,13:30_22/01/2008,2008,25,EAST FINNISS RIVER AT WHITE'S OVERBURDEN
r8150332_67,67,-12.9728,131.0699,28.9,17:15_18/01/1963,1963,09:03_29/05/2007,2007,45,DARWIN RIVER AT WEST TRACK
r9030091_67,67,-14.384,133.3503,29.9,09:00_02/11/1977,1977,14:12_14/07/2007,2007,31,CHAMBERS CREEK AT UPPER CATCHMENT
r9070135_67,67,-16.7357,135.1731,27.5,12:55_23/09/1992,1992,13:10_30/08/2007,2007,16,MCARTHUR RIVER AT AT FAVENC RANGE
r9070142_67,67,-16.8784,135.732,0,13:35_14/09/1991,1991,11:37_30/08/2007,2007,17,MCARTHUR RIVER UPSTREAM BAILEYS GRAVE
REGATTAPOIN_5,58,-36.3715,150.066,,05:00_27/01/1999,1999,06:00_03/08/2009,2009,11,SOUTH COAST @ REGATTA POINT
RIXONSPASS_58,58,-34.3533,150.8825,,21:10_05/06/1985,1985,03:45_14/09/2009,2009,25,WOLLONGONG COASTAL @ RIXONS PASS
SACKVILLEDS_5,58,-33.4755,150.8737,,05:00_01/06/1999,1999,04:15_28/09/2009,2009,11,HAWKESBURY RIVER @ SACKVILLE D/S
SOUTHBOAMBE_5,58,-30.3417,153.0512,,15:50_10/04/1991,1991,03:49_28/09/2009,2009,19,BELLINGER RIVER @ SOUTH BOAMBEE
STERLAND_58,58,-33.29,151.3067,,09:45_30/12/1997,1997,12:47_05/03/2009,2009,13,MACQUARIE-TUGGERAH LAKES @ STERLAND
TARBUCKBAY_58,58,-32.3667,152.4828,,13:45_16/05/1996,1996,03:00_29/09/2009,2009,14,KARUAH @ TARBUCK BAY
TELEGRAPHPO_5,58,-31.3267,152.7967,,03:00_01/11/1990,1990,02:30_29/09/2009,2009,20,HASTINGS RIVER @ TELEGRAPH POINT
UPPERCALDER_5,58,-34.5417,150.6927,,10:20_06/06/1985,1985,04:30_28/09/2009,2009,25,WOLLONGONG COASTAL @ UPPER CALDERWOOD
UTUNGUN_58,58,-30.73,152.85,,14:30_18/11/1991,1991,02:15_29/09/2009,2009,19,NAMBUCCA RIVER @ UTUNGUN
WARNERVALE_58,58,-33.242,151.471,,15:25_10/12/1991,1991,03:58_10/06/2009,2009,19,MACQUARIE-TUGGERAH LAKES @ WARNERVALE
WEBBSCREEK_58,58,-33.3833,150.9833,,04:45_01/07/1999,1999,03:30_29/09/2009,2009,11,HAWKESBURY RIVER @ WEBBS CREEK
WHITEMANSRI_5,58,-33.205,151.3283,,11:00_02/06/1995,1995,06:20_29/09/2009,2009,15,MACQUARIE-TUGGERAH LAKES @ WHITEMANS RIDGE-T
WONGAWILLI_58,58,-34.4813,150.7482,,16:40_04/01/1983,1983,03:50_28/09/2009,2009,27,WOLLONGONG COASTAL @ WONGAWILLI
WYEE_58,58,-33.1733,151.485,,20:13_12/05/1992,1992,09:09_28/09/2009,2009,18,MACQUARIE-TUGGERAH LAKES @ WYEE
WYOMING_58,58,-33.4117,151.3483,,11:46_05/10/1988,1988,03:44_28/09/2009,2009,22,HAWKESBURY RIVER @ WYOMING
WYONG_58,58,-33.2767,151.43,,09:00_07/10/1993,1993,04:00_09/04/2008,2008,16,MACQUARIE-TUGGERAH LAKES @ WYONG
WYONGWEIR_58,58,-33.2805,151.4038,,09:00_31/12/1979,1979,03:00_25/04/1991,1991,13,MACQUARIE-TUGGERAH LAKES @ WYONG WEIR
YARRAMALONG_5,58,-33.2283,151.2617,,09:00_31/12/1995,1995,10:26_05/03/2009,2009,15,MACQUARIE-TUGGERAH LAKES @ YARRAMALONG
YELLOWROCKR_5,58,-34.6142,150.74,,15:20_04/01/1983,1983,04:30_28/09/2009,2009,27,WOLLONGONG COASTAL @ YELLOW ROCK ROAD
